#BM MDM=OK*
#BM MSK=------------*
#BM TSS=OFF 16:00 ( 2q)  each 24h*
#BM TSM=NET 13:10 ( 1q)  each 01h*
#BM MES=0.33; ; V/m*
#BM IDN=490ZY30411;Nsts,AMB-8059-00; 2.29 11/22;490ZY30411;24.10.23;NET 13:10 ( 1q)  each 01h;OFF 16:00 ( 2q)  each 24h;------------;*
#BM MES=0.33; ; V/m*
#BM MDM=OK*
#BM SWI=OK*
#BM MDM=0*
#BM PRB=EP-1B-08:24.10.23; V/m:100.00:200.00:0.18:S*
Instrument time updated 10.47.12 - 26/03/24#BM PRB=EP-1B-08:24.10.23; V/m:100.00:200.00:0.18:S*
#BM EEM=OK*
Erasing Mobile Flash
#BM ERM=OK   40*
#BM *;
MES=0.38; ; ; ; V/m; 3.65V; $GPRMC,144823.298,V,,,,,0.37,0.00,260324,,,N*43;;-1.00;-1.00;23.00;28.40;65.19 -->26/03/24 10:48:24*;
MES=0.38; ; ; ; V/m; 3.65V; $GPRMC,144824.298,V,,,,,2.02,3.00,260324,,,N*43;;11.00;53.00;-97.00;28.40;65.19 -->26/03/24 10:48:24*;
MES=0.37; ; ; ; V/m; 3.65V; $GPRMC,144824.298,V,,,,,2.02,3.00,260324,,,N*43;;-23.00;-26.00;98.00;28.40;65.19 -->26/03/24 10:48:24*;
MES=0.34; ; ; ; V/m; 3.65V; $GPRMC,144824.298,V,,,,,2.02,3.00,260324,,,N*43;;42.00;-12.00;-47.00;28.40;65.19 -->26/03/24 10:48:25*;
MES=0.34; ; ; ; V/m; 3.65V; $GPRMC,144824.298,V,,,,,2.02,3.00,260324,,,N*43;;-38.00;62.00;13.00;28.40;65.19 -->26/03/24 10:48:25*;
MES=0.34; ; ; ; V/m; 3.65V; $GPRMC,144825.298,A,1427.0988,S,05648.9989,W,2.44,2.41,260324,,,A*6F;;13.00;-84.00;70.00;28.40;65.19 -->26/03/24 10:48:25*;
MES=0.34; ; ; ; V/m; 3.65V; $GPRMC,144825.298,A,1427.0988,S,05648.9989,W,2.44,2.41,260324,,,A*6F;;19.00;37.00;-43.00;28.40;65.19 -->26/03/24 10:48:25*;
MES=0.36; ; ; ; V/m; 3.65V; $GPRMC,144825.298,A,1427.0988,S,05648.9989,W,2.44,2.41,260324,,,A*6F;;-17.00;33.00;-23.00;28.40;65.19 -->26/03/24 10:48:26*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144825.298,A,1427.0988,S,05648.9989,W,2.44,2.41,260324,,,A*6F;;-16.00;-27.00;-58.00;28.40;65.19 -->26/03/24 10:48:26*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144826.298,A,1427.0980,S,05649.0001,W,2.47,354.16,260324,,,A*64;;12.00;-30.00;102.00;28.40;65.19 -->26/03/24 10:48:26*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144826.298,A,1427.0980,S,05649.0001,W,2.47,354.16,260324,,,A*64;;21.00;27.00;-41.00;28.40;65.19 -->26/03/24 10:48:26*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144826.298,A,1427.0980,S,05649.0001,W,2.47,354.16,260324,,,A*64;;-15.00;16.00;-36.00;28.40;65.19 -->26/03/24 10:48:27*;
MES=0.35; ; ; ; V/m; 3.65V; $GPRMC,144826.298,A,1427.0980,S,05649.0001,W,2.47,354.16,260324,,,A*64;;38.00;-28.00;56.00;28.40;65.19 -->26/03/24 10:48:27*;
MES=0.35; ; ; ; V/m; 3.65V; $GPRMC,144826.298,A,1427.0980,S,05649.0001,W,2.47,354.16,260324,,,A*64;;-46.00;41.00;-35.00;28.40;65.19 -->26/03/24 10:48:27*;
MES=0.42; ; ; ; V/m; 3.65V; $GPRMC,144826.298,A,1427.0980,S,05649.0001,W,2.47,354.16,260324,,,A*64;;21.00;-27.00;12.00;28.40;65.19 -->26/03/24 10:48:28*;
MES=0.45; ; ; ; V/m; 3.65V; $GPRMC,144828.000,A,1427.0978,S,05648.9984,W,2.23,10.30,260324,,,A*57;;-7.00;57.00;-28.00;28.40;65.19 -->26/03/24 10:48:28*;
MES=0.39; ; ; ; V/m; 3.65V; $GPRMC,144828.000,A,1427.0978,S,05648.9984,W,2.23,10.30,260324,,,A*57;;-24.00;-1.00;54.00;28.40;65.19 -->26/03/24 10:48:28*;
MES=0.36; ; ; ; V/m; 3.65V; $GPRMC,144828.000,A,1427.0978,S,05648.9984,W,2.23,10.30,260324,,,A*57;;18.00;-53.00;41.00;28.40;65.19 -->26/03/24 10:48:28*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144828.000,A,1427.0978,S,05648.9984,W,2.23,10.30,260324,,,A*57;;-20.00;28.00;7.00;28.40;65.19 -->26/03/24 10:48:29*;
MES=0.31; ; ; ; V/m; 3.65V; $GPRMC,144829.000,A,1427.0963,S,05648.9993,W,2.07,5.12,260324,,,A*68;;28.00;49.00;-56.00;28.40;65.19 -->26/03/24 10:48:29*;
MES=0.31; ; ; ; V/m; 3.65V; $GPRMC,144829.000,A,1427.0963,S,05648.9993,W,2.07,5.12,260324,,,A*68;;-7.00;-20.00;30.00;28.40;65.19 -->26/03/24 10:48:29*;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144829.000,A,1427.0963,S,05648.9993,W,2.07,5.12,260324,,,A*68;;-10.00;-55.00;-43.00;28.40;65.19 -->26/03/24 10:48:29*;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144829.000,A,1427.0963,S,05648.9993,W,2.07,5.12,260324,,,A*68;;3.00;10.00;1.00;28.40;65.19 -->26/03/24 10:48:30*;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144830.000,A,1427.0962,S,05648.9984,W,0.47,5.12,260324,,,A*61;;10.00;-7.00;8.00;28.40;65.19 -->26/03/24 10:48:30*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144830.000,A,1427.0962,S,05648.9984,W,0.47,5.12,260324,,,A*61;;3.00;15.00;-14.00;28.40;65.19 -->26/03/24 10:48:30*;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144830.000,A,1427.0962,S,05648.9984,W,0.47,5.12,260324,,,A*61;;1.00;-20.00;14.00;28.40;65.19 -->26/03/24 10:48:30*;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144830.000,A,1427.0962,S,05648.9984,W,0.47,5.12,260324,,,A*61;;-14.00;9.00;-8.00;28.40;65.19 -->26/03/24 10:48:31*;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144831.000,A,1427.0950,S,05648.9996,W,0.08,5.12,260324,,,A*69;;1.00;-2.00;2.00;28.40;65.19 -->26/03/24 10:48:31*;
MES=0.32; ; ; ; V/m; 3.65V; $GPRMC,144831.000,A,1427.0950,S,05648.9996,W,0.08,5.12,260324,,,A*69;;8.00;3.00;2.00;28.40;65.19 -->26/03/24 10:48:31*;
MES=0.33; ; ; ; V/m; 3.65V; $GPRMC,144831.000,A,1427.0950,S,05648.9996,W,0.08,5.12,260324,,,A*69;;0.00;-5.00;1.00;28.40;65.19 -->26/03/24 10:48:32*;
MES=0.32; ; ; ; V/m; 3.62V; $GPRMC,144832.000,A,1427.0949,S,05648.9999,W,0.68,268.39,260324,,,A*6B;;-11.00;-3.00;2.00;28.40;65.19 -->26/03/24 10:48:32*;
MES=0.32; ; ; ; V/m; 3.62V; $GPRMC,144832.000,A,1427.0949,S,05648.9999,W,0.68,268.39,260324,,,A*6B;;9.00;11.00;-10.00;28.40;65.19 -->26/03/24 10:48:32*;
MES=0.32; ; ; ; V/m; 3.62V; $GPRMC,144832.000,A,1427.0949,S,05648.9999,W,0.68,268.39,260324,,,A*6B;;3.00;-4.00;7.00;28.40;65.19 -->26/03/24 10:48:32*;
MES=0.32; ; ; ; V/m; 3.62V; $GPRMC,144832.000,A,1427.0949,S,05648.9999,W,0.68,268.39,260324,,,A*6B;;-13.00;-3.00;-4.00;28.40;65.19 -->26/03/24 10:48:33*;
MES=0.32; ; ; ; V/m; 3.62V; $GPRMC,144833.000,A,1427.0945,S,05648.9994,W,0.20,268.39,260324,,,A*67;;3.00;-6.00;7.00;28.40;65.19 -->26/03/24 10:48:33*;
MES=0.33; ; ; ; V/m; 3.62V; $GPRMC,144833.000,A,1427.0945,S,05648.9994,W,0.20,268.39,260324,,,A*67;;15.00;9.00;-2.00;28.40;65.19 -->26/03/24 10:48:33*;
MES=0.34; ; ; ; V/m; 3.62V; $GPRMC,144833.000,A,1427.0945,S,05648.9994,W,0.20,268.39,260324,,,A*67;;-18.00;-7.00;0.00;28.40;65.19 -->26/03/24 10:48:33*;
MES=0.34; ; ; ; V/m; 3.62V; $GPRMC,144833.000,A,1427.0945,S,05648.9994,W,0.20,268.39,260324,,,A*67;;1.00;4.00;-4.00;28.40;65.19 -->26/03/24 10:48:34*;
MES=0.34; ; ; ; V/m; 3.62V; $GPRMC,144834.000,A,1427.0949,S,05648.9995,W,0.41,268.39,260324,,,A*6A;;11.00;-14.00;3.00;28.40;65.19 -->26/03/24 10:48:34*;
MES=0.32; ; ; ; V/m; 3.62V; $GPRMC,144834.000,A,1427.0949,S,05648.9995,W,0.41,268.39,260324,,,A*6A;;-16.00;9.00;0.00;28.40;65.19 -->26/03/24 10:48:34*;
MES=0.32; ; ; ; V/m; 3.62V; $GPRMC,144834.000,A,1427.0949,S,05648.9995,W,0.41,268.39,260324,,,A*6A;;7.00;-2.00;-10.00;28.40;65.19 -->26/03/24 10:48:35*;
MES=0.33; ; ; ; V/m; 3.62V; $GPRMC,144835.000,A,1427.0952,S,05649.0007,W,0.13,268.39,260324,,,A*6C;;-15.00;-24.00;-31.00;28.40;65.19 -->26/03/24 10:48:35*;
MES=0.33; ; ; ; V/m; 3.62V; $GPRMC,144835.000,A,1427.0952,S,05649.0007,W,0.13,268.39,260324,,,A*6C;;-4.00;0.00;2.00;28.40;65.19 -->26/03/24 10:48:35*;
MES=0.33; ; ; ; V/m; 3.62V; $GPRMC,144835.000,A,1427.0952,S,05649.0007,W,0.13,268.39,260324,,,A*6C;;63.00;1.00;19.00;28.40;65.19 -->26/03/24 10:48:35*;
MES=0.33; ; ; ; V/m; 3.62V; $GPRMC,144835.000,A,1427.0952,S,05649.0007,W,0.13,268.39,260324,,,A*6C;;-40.00;-1.00;14.00;28.40;65.19 -->26/03/24 10:48:36*;
MES=0.36; ; ; ; V/m; 3.62V; $GPRMC,144836.000,A,1427.0950,S,05649.0004,W,0.76,13.21,260324,,,A*5A;;5.00;23.00;-31.00;28.40;65.19 -->26/03/24 10:48:36*;
MES=0.39; ; ; ; V/m; 3.62V; $GPRMC,144836.000,A,1427.0950,S,05649.0004,W,0.76,13.21,260324,,,A*5A;;-12.00;-27.00;61.00;28.40;65.19 -->26/03/24 10:48:36*;
MES=0.40; ; ; ; V/m; 3.62V; $GPRMC,144836.000,A,1427.0950,S,05649.0004,W,0.76,13.21,260324,,,A*5A;;24.00;68.00;-35.00;28.40;65.19 -->26/03/24 10:48:36*;
MES=0.38; ; ; ; V/m; 3.62V; $GPRMC,144836.000,A,1427.0950,S,05649.0004,W,0.76,13.21,260324,,,A*5A;;1.00;-4.00;-4.00;28.40;65.19 -->26/03/24 10:48:37*;
MES=0.38; ; ; ; V/m; 3.62V; $GPRMC,144837.000,A,1427.0944,S,05649.0003,W,1.94,8.81,260324,,,A*64;;-34.00;-32.00;-19.00;28.40;65.19 -->26/03/24 10:48:37*;
MES=0.39; ; ; ; V/m; 3.62V; $GPRMC,144837.000,A,1427.0944,S,05649.0003,W,1.94,8.81,260324,,,A*64;;26.00;13.00;-36.00;28.40;65.19 -->26/03/24 10:48:37*;
MES=0.36; ; ; ; V/m; 3.62V; $GPRMC,144837.000,A,1427.0944,S,05649.0003,W,1.94,8.81,260324,,,A*64;;-18.00;-48.00;69.00;28.40;65.19 -->26/03/24 10:48:38*;
